"ville_id","ville_code_postal","ville_nom","lng","lat","province"
"1","1040","Etterbeek","4.3895104000000","50.836851100000","Bruxelles"
"2","1070","Anderlecht","4.3123401000000","50.838141100000","Bruxelles"
"3","1160","Auderghem","4.4331389000000","50.815657100000","Bruxelles"
"4","1180","Uccle","4.3372348000000","50.801820100000","Bruxelles"
"5","1190","Forest","4.3177512000000","50.809142600000","Bruxelles"
"6","1300","Limal","4.5738899000000","50.693012700000","Brabant Wallon"
"7","1320","Tourinnes-La-Grosse","4.7472104000000","50.777765400000","Brabant Wallon"
"8","1325","Dion-Valmont","4.6614812000000","50.715884900000","Brabant Wallon"
"9","1325","Longueville","4.7392389000000","50.702440400000","Brabant Wallon"
"10","1367","Ramillies","4.9148994000000","50.636689200000","Brabant Wallon"
"11","1370","Jauchelette","4.8435069000000","50.686609200000","Brabant Wallon"
"12","1380","Ohain","4.4505534162388","50.695114000000","Brabant Wallon"
"13","1390","Archennes","4.6702286000000","50.751607700000","Brabant Wallon"
"14","1400","Nivelles","4.3319091758631","50.589162950000","Brabant Wallon"
"15","1402","Thines","4.3825954093731","50.586787350000","Brabant Wallon"
"16","1430","Quenast","4.1627021400155","50.671907600000","Brabant Wallon"
"17","1430","Rebecq","4.1355466000000","50.664589400000","Brabant Wallon"
"18","1435","Corbais","4.6408286063936","50.649168600000","Brabant Wallon"
"19","1435","Hévillers","4.6167772000000","50.622089300000","Brabant Wallon"
"20","1473","Glabais","4.4464886939844","50.636915350000","Brabant Wallon"
"21","1476","Houtain-Le-Val","4.4110339517433","50.576293500000","Brabant Wallon"
